'kang'gan'ling 抗感灵
'huang'er'shang'han 黄耳伤寒
'die'da'zhi'tong 跌打止痛
'shu'qian'di'huang'yuan 熟乾地黄圆
'shou'qian'di'huang'yuan 熟乾地黄圆
'shu'gan'di'huang'yuan 熟乾地黄圆
'shou'gan'di'huang'yuan 熟乾地黄圆
'xuan'ying'shi 玄英石
'xuan'ying'dan 玄英石
're'chi'yang'ming'zheng 热炽阳明证
'mai'wei'di'huang'pian 麦味地黄片
'fei'yan'san 肺炎散
'a'fa'gu'hua'chun'jiao'nang 阿法骨化醇胶囊
'e'fa'gu'hua'chun'jiao'nang 阿法骨化醇胶囊
'yang'xue'bu'shen'wan 养血补肾丸
'wei'di'le 威迪乐
'wei'di'yue 威迪乐
'wei'di'lao 威迪乐
'hong'lin'lei'mao'jue 虹鳞肋毛蕨
'hong'lin'le'mao'jue 虹鳞肋毛蕨
'yi'nao'fu'jian 益脑复健
'ji'lin'chang'bai'shan'yao'ye 吉林长白山药业
'jiang'xi'chuan'qi'yao'ye'you 江西川奇药业有
'mei'qu'lin'zhi 美曲膦酯
'yan'suan'pu'lu'ka'yin'an'pian 盐酸普鲁卡因胺片
'chun'gen'wu'mei'cha 椿根乌梅茶
'long'hao'li'tan'tang 龙蚝理痰汤
'long'hao'li'tan'shang 龙蚝理痰汤
'zi'zhong'yi'shen 子仲益肾
'nan'shan'zha 南山楂
'nan'shan'cha 南山楂
'tiao'pi'san 调脾散
'diao'pi'san 调脾散
'fu'fang'ku'shen'chang'yan'kang'pian 复方苦参肠炎康片
'qing'si'san 青丝散
'xiao'er'zhi'xie'tie 小儿止泻贴
'bai'jiang'tang 败酱汤
'ge'gen'su'pu'tao'tang'zhu 葛根素葡萄糖注
'ning'meng'suan'gai 柠檬酸钙
'zhan'jin'huo'xue 展筋活血
'ruan'jian'kou'fu'ye 软坚口服液
'kuan'dong'hua'san 款冬花散
'he'hua'yu'lan 荷花玉兰
'san'zhang'ye 三张叶
'san'zhang'xie 三张叶
'a'bei'ta 阿贝他
'mi'chuan'jia'wei'zhi'shu'wan 秘传加味枳术丸
'mi'chuan'jia'wei'zhi'zhu'wan 秘传加味枳术丸
'kui'yang'jiao'nang 溃疡胶囊
'fu'fang'yang'jiao 复方羊角
'she'xiang'zhi'tong 麝香止痛
'qing'ma'fei'tong 氢吗啡酮
'zhi'zi'qing'gan'tang 栀子清肝汤
'zhi'zi'qing'gan'shang 栀子清肝汤
'ruan'si'zao 软丝藻
'cao'guo'ren'zhong'huang'tang 草果人中黄汤
'can'dou'jing 蚕豆茎
'bu'xin'qi'kou'fu'ye 补心气口服液
'li'tai 力太
'xiao'ji'er'dan'zhuo 硝基二氮卓
'gua'lou'gen'tang 栝楼根汤
'gua'lou'gen'shang 栝楼根汤
'hao'di 昊迪
'cong'fan'jiu 葱矾酒
'kang'yin'huan'she'du'xue'qing 抗银环蛇毒血清
'yi'chen'gu'se'kou'fu'ye 蚁陈固涩口服液
'zeng'jia'gao'yao 曾家膏药
'bu'fu'ning 布福宁
'chu'bi'ru'sheng'san 搐鼻如圣散
'mi'zao 蜜枣
'shi'xiao'yin 食消饮
'si'xiao'yin 食消饮
'yi'xiao'yin 食消饮
'yi'jin'jiang'tang'kou'fu'ye 益津降糖口服液
'chuan'cao'san 川草散
'lian'ben'bian'zuo'shuan 联苯苄唑栓
'tui're'zhen'tong'san 退热镇痛散
'ba'hen'xiu'fu'ning'jiao 疤痕修复凝胶
'zhong'ji 中极
'ju'pi'xing'jiu'san 橘皮醒酒散
'yan'suan'mei'tuo'tong 盐酸美托酮
'yan'suan'jia'ti'sha'xing'pian 盐酸加替沙星片
'yi'wei'san 益胃散
'cui'ru'wan 催乳丸
'chuan'xiong'yuan 川芎圆
'zhu'hong'jun'su'ruan'gao 竹红菌素软膏
'zhu'gong'jun'su'ruan'gao 竹红菌素软膏
'jia'wei'si'jun'zi'tang 加味四君子汤
'jia'wei'si'jun'zi'shang 加味四君子汤
'lei'ka'zhu'she'ye 雷卡注射液
'chen'li 辰利
'huo'xue'tong'luo'pian 活血通络片
'fu'fang'zhui'feng 复方追风
'wan'bei'zhi'ke'jiao'nang 皖贝止咳胶囊
'ben'sai'ding 苯噻啶
'mei'zhuo'le 美卓乐
'mei'zhuo'yue 美卓乐
'mei'zhuo'lao 美卓乐
'gu'jing'dao'zhuo'fang 固精导浊方
'feng'gan'dan 风疳丹
'xiao'suan'gan'you'tie'mo 硝酸甘油贴膜
'he'ye 荷叶
'shao'zao'wan 烧枣丸
'ka'ma'xi'ping 卡马西平
'wu'la'di'er'lv'hua'na'zhu'she'ye 乌拉地尔氯化钠注射液
'wu'la'de'er'lv'hua'na'zhu'she'ye 乌拉地尔氯化钠注射液
'fu'fang'xue'shuan'tong'pian 复方血栓通片
'du'gen'ban'jiu'ju 毒根斑鸠菊
'dai'gen'ban'jiu'ju 毒根斑鸠菊
'jin'xuan'zhi'ke'xun'xi'san 金玄痔科熏洗散
'si'man 四满
'bai'shao 白芍
'fu'fang'shui'yang'suan 复方水杨酸
'san'xue'teng 散血藤
'san'xie'teng 散血藤
'fu'ti'ka'song 氟替卡松
'na'ge'lie'nai'pian 那格列奈片
'run'chang'jiao'nang 润肠胶囊
'man'gan'jie'yu'jiao'nang 慢肝解郁胶囊
'shi'wu'wei'tie'fen'san 十五味铁粉散
'hong'yuan'da 红源达
'gong'yuan'da 红源达
'du'fu'lin 毒氟磷
'dai'fu'lin 毒氟磷
'shan'yao'mian 山药面
'tian'mai'er'dong'san 天麦二冬散
'huang'qi'fu'shen'tang 黄耆茯神汤
'huang'qi'fu'shen'shang 黄耆茯神汤
'bai'zhi 白芝
'san'zuo'hua 三唑化
'shan'ji'tou'zi 山鸡头子
'ye'ju'hua'wu'wei'xiao'du'yin 野菊花五味消毒饮
'qi'ai'tang 蕲艾汤
'qi'ai'shang 蕲艾汤
'fa'lian'ling'wu'san 法炼灵乌散
'tou'bao'ta'ding'na 头孢他啶钠
'xiao'er'jing'feng'pian 小儿惊风片
'ma'pu'ti'lin 马普替林
'cu'suan'xiao'kui 醋酸硝喹
'ba'jie'san 八解散
'jian'yuan'ding'chuan'tang 建元定喘汤
'jian'yuan'ding'chuan'shang 建元定喘汤
'neng'liang'kou'fu'ye 能量口服液
'yao'yong'tan 药用炭
'he'ta'cao 和他草
'fu'xin'you 呋锌油
'bai'ji 白芨
'fen'huang'yi'an'pu'tao'tang 酚磺乙胺葡萄糖
'yin'qie 阴郄
'yin'xi 阴郄
'shui'qin 水芹
'di'jin'wan 地金丸
'de'jin'wan 地金丸
'lv'na'zuo'suan'gai 氯那唑酸钙
'lv'ne'zuo'suan'gai 氯那唑酸钙
'lv'nei'zuo'suan'gai 氯那唑酸钙
'gan'mao'tui're'kou'fu'ye 感冒退热口服液
'chuan'zheng 喘证
'shu'feng'ding'tong'wan 疏风定痛丸
'fang'feng'zhi'bao'tang 防风至宝汤
'fang'feng'zhi'bao'shang 防风至宝汤
'bai'zhi 白芷
'lu'rong'yang'shen 鹿茸洋参
'si'chuan'mei'da'kang'jia'le 四川美大康佳乐
'xiao'er'dian'xiu'he'ji 小儿颠溴合剂
'yu'zu'nao'luo'zheng 瘀阻脑络证
'yu'zu'nao'lao'zheng 瘀阻脑络证
'zhi'mi'fu'ling 指迷茯苓
'guo'peng'suan'na 过硼酸钠
'yan'suan'di'er'liu'zhuo 盐酸地尔硫卓
'shou'wu'yan'shou'pian 首乌延寿片
'liang'xue'ming'mu'tang 凉血明目汤
'liang'xue'ming'mu'shang 凉血明目汤
'rui'pan'tong 瑞潘通
'he'shang'san 和伤散
'hu'shang'san 和伤散
'huo'shang'san 和伤散
'yi'gan'tang 益肝汤
'yi'gan'shang 益肝汤
'she'dan'chuan'bei'tang'jiang 蛇胆川贝糖浆
'jing'zhi'hou'san'zao 精制猴散枣
'nao'shuan'tong'jiao'nang 脑栓通胶囊
'yang'hong'shan 羊红膻
'yang'hong'dan 羊红膻
'xiang'hong'shan 羊红膻
'yang'gong'shan 羊红膻
'xiang'hong'dan 羊红膻
'yang'gong'dan 羊红膻
'xiang'gong'shan 羊红膻
'xiang'gong'dan 羊红膻
'he'pi'wen'wei'san 和脾温胃散
'hu'pi'wen'wei'san 和脾温胃散
'huo'pi'wen'wei'san 和脾温胃散
'zao'rou'ping'wei'san 枣肉平胃散
'yi'ye'mi'kou'dai 异叶米口袋
'yi'xie'mi'kou'dai 异叶米口袋
'ping'tong'xin 平痛新
'fu'fang'liu'suan'xin'mei'su 复方硫酸新霉素
'qing'xiu'suan'you'mei'sha'fen'ke'li 氢溴酸右美沙芬颗粒
'san'bi're'bao 三痹热宝
'qu'du'tang 祛毒汤
'qu'dai'tang 祛毒汤
'qu'du'shang 祛毒汤
'qu'dai'shang 祛毒汤
'nei'bu'shi'hu'qin'jiao'san 内补石斛秦艽散
'na'bu'shi'hu'qin'jiao'san 内补石斛秦艽散
'rang'zhong 嚷肿
'fu'quan'gao 复全膏
'qing'mai'jiao'an 氢麦角胺
'you'hu'tao 油胡桃
'ding'xiang'liao'gen 丁香蓼根
'ding'xiang'lu'gen 丁香蓼根
'tao'hong'xue'qing'wan 桃红血清丸
'hei'san 黑散
'hu'jue 槲蕨
'qing'mei'an 青酶胺
'jin'gu'shang 筋骨伤
'yi'ti'ka'yin 依替卡因
'ting'li'qing'fei'yin 葶苈清肺饮
'ta'mei'zhi'fen'san'pian'ji 他美脂分散片剂
'ping'gan'qian'yang'yao 平肝潜阳药
'xiao'shan'cao'gen 孝扇草根
'a'er'tai'bei'mu 阿尔泰贝母
'ya'bang'heng'bei 亚邦恒贝
'wei'ta'pu'tao'tang 维他葡萄糖
'xu'feng'nei'dong'zheng 虚风内动证
'xu'feng'na'dong'zheng 虚风内动证
'fu'fang'hong'dou'shan 复方红豆杉
'a'qi'mei'du'fen'san'pian 阿奇霉毒分散片
'a'qi'mei'dai'fen'san'pian 阿奇霉毒分散片
'ben'zuo'xi'lin'na'jiao'nang 苯唑西林钠胶囊
'tong'ke'shu 痛可舒
'di'er'liu'zhuo'huan'shi'jiao 地尔硫卓缓释胶
'yan'suan'pian 烟酸片
'pu'liu 蒲柳
'ba'zhen'san 拔针散
'yang'tai'pan'jiao'nang 羊胎盘胶囊
'xiang'tai'pan'jiao'nang 羊胎盘胶囊
'dong'gua'zi'san 冬瓜子散
'nv'bao'dan 女宝丹
'han're'bi 寒热痹
'huan'sai'qin 环噻嗪
'an'pu'na'wei'jiao'nang 氨普那韦胶囊
'an'pu'ne'wei'jiao'nang 氨普那韦胶囊
'an'pu'nei'wei'jiao'nang 氨普那韦胶囊
'xue'qing'san 雪青散
'qun'nao'mo'yan'qiu'jun'duo 群脑膜炎球菌多
'tai'he'wan 太和丸
'liu'tang'lv'xiao'bo'jian 硫糖铝小檗碱
'dang'gui'di'huang'wan 当归地黄丸
'shan'zha'tan 山楂炭
'shen'pi'shuang'bu 肾脾双补
'qing'wei'san 清胃散
'xiao'jian'hua'tan'tang 消坚化痰汤
'xiao'jian'hua'tan'shang 消坚化痰汤
'yi'shi'ming'mu'ke'li 益视明目颗粒
'xue'li'san 薛荔散
'yun'ke'shu 云可舒
'yan'suan'jia'zuo'chun 盐酸甲唑醇
'fu'fang'chai'hu'an'shen'ke'li 复方柴胡安神颗粒
'da'ji'yi'gen'cha 大蓟薏根茶
'ke'mei'zuo'yin'dao'pao'teng 克霉唑阴道泡腾
'xiao'fu'tuo'yin 硝呋妥因
'tong'xing'lin'mao'jue 同形鳞毛蕨
'mu'xiang'da'an'wan 木香大安丸
'liu'suan'a'mi'ka'xing'lv'hua'na'zhu'she'ye 硫酸阿米卡星氯化钠注射液
'wu'gan'fei'er'wan 五疳肥儿丸
'kun'hou'zi'sheng'wan 坤厚资生丸
'hou'jian'fang 喉煎方
'huang'an'er'jia'mi'ding'na 磺胺二甲嘧啶钠
'xiu'mi'na 溴米那
'xiu'mi'ne 溴米那
'xiu'mi'nei 溴米那
'ji'ning 荠宁
'qi'ning 荠宁
'huo'xue'yi'qi'tang 活血益气汤
'huo'xue'yi'qi'shang 活血益气汤
'xiao'er'hui'chun'wan'da'mi 小儿回春丸大蜜
'xiao'er'hui'chun'wan'dai'mi 小儿回春丸大蜜
'xiao'er'hui'chun'wan'tai'mi 小儿回春丸大蜜
'qiang'gua'ben'tong 羟呱苯酮
'qiang'gu'ben'tong 羟呱苯酮
'bai'yan'jing 百炎净
'bai'yan'cheng 百炎净
'na'luo'fei 纳络啡
'na'lao'fei 纳络啡
'xin'bao 心宝
'jie'ji'ning'sou'kou'fu'ye 解肌宁嗽口服液
'xie'ji'ning'sou'kou'fu'ye 解肌宁嗽口服液
'zhu'she'yong'yan'suan'rou'hong'mei'su 注射用盐酸柔红霉素
'yan'suan'luo'mei'sha'xing'lv 盐酸洛美沙星氯
'shi'liu'jin'jiu'fang 石榴浸酒方
'xin'shi 心实
'ding'xiang'jian'pi'san 丁香建脾散
'lang'she 狼舌
'fen'chen'man 粉尘螨
'zi'yu'zan'gen 紫玉簪根
'duan'shi'gao 煅石膏
'huo'xue'tui'huang'tang 活血退黄汤
'san'ren'jiu 三仁酒
'jian'gu'san 健骨散
'ju'chi'wang 锯齿王
'huang'jin'ju'gen 黄金菊根
'wu'xuan'tang 乌玄汤
'wu'xuan'shang 乌玄汤
'tou'bao'an'xia'jia'yang'xia'ding 头孢氨芐甲氧芐啶
'tou'bao'an'hu'jia'yang'xia'ding 头孢氨芐甲氧芐啶
'tou'bao'an'xia'jia'yang'hu'ding 头孢氨芐甲氧芐啶
'tou'bao'an'hu'jia'yang'hu'ding 头孢氨芐甲氧芐啶
'fu'fang'du'zhong'jian'gu'ke'li 复方杜仲健骨颗粒
'can'qi'tang'jiang 参杞糖浆
'shen'qi'tang'jiang 参杞糖浆
'cen'qi'tang'jiang 参杞糖浆
'san'qi'tang'jiang 参杞糖浆
'gan'shu'le 肝舒乐
'gan'shu'yue 肝舒乐
'gan'shu'lao 肝舒乐
'te'zhi'gou'pi'gao 特制狗皮膏
'zhen'jing'hua'tan'tang 镇痉化痰汤
'zhen'jing'hua'tan'shang 镇痉化痰汤
'luo'xuan'mei'su 螺旋霉素
'dui'jie'cai 对节菜
'ke'bo'san 蚵蚾散
'ke'pi'san 蚵蚾散
'san'he'yin'zi 三和饮子
'die'da'huan'hun'wan 跌打还魂丸
'kang'gan'san 康肝散
'gan'cao'suan'er'an'pu'tao 甘草酸二铵葡萄
'fu'fang'li'duo'ka'yin'ru'gao 复方利多卡因乳膏
'dao'mian'na 导眠钠
'gan'cao'hei'dou'tang 甘草黑豆汤
'gan'cao'hei'dou'shang 甘草黑豆汤
'yan'suan'duo'xi'huan'su 盐酸多西环素
'zhong'jie'feng'ruan'jiao'nang 肿节风软胶囊
'cao'bao'she'yan'cao 草苞蛇眼草
'xiang'sha'can'shu'cha 香砂参术茶
'xiang'sha'shen'shu'cha 香砂参术茶
'xiang'sha'cen'shu'cha 香砂参术茶
'xiang'sha'san'shu'cha 香砂参术茶
'xiang'sha'can'zhu'cha 香砂参术茶
'xiang'sha'shen'zhu'cha 香砂参术茶
'xiang'sha'cen'zhu'cha 香砂参术茶
'xiang'sha'san'zhu'cha 香砂参术茶
'qi'wei'dan 起痿丹
'zhong'jing'pai'xiao'yao'wan 仲景牌逍遥丸
'yan'suan'ke'lin'mei'su'ru'gao 盐酸克林霉素乳膏
'you'li'fu'shuang 优力肤霜
'lan'yu 兰宇
'nai'pu'sheng'jiao'nang 萘普生胶囊
'zhen'zhu'nang 珍珠囊
'du'ru'ying'xue'zheng 毒入营血证
'dai'ru'ying'xue'zheng 毒入营血证
'long'dan'xie'gan'tang'jia'jian 龙胆泻肝汤加减
'fu'kang'zuo'qi'wu'ji 氟康唑气雾剂
'xiang'ru'san 香薷散
'le'mai'jiao'nang 乐脉胶囊
'yue'mai'jiao'nang 乐脉胶囊
'lao'mai'jiao'nang 乐脉胶囊
'le'mo'jiao'nang 乐脉胶囊
'yue'mo'jiao'nang 乐脉胶囊
'lao'mo'jiao'nang 乐脉胶囊
'bie'jia'wu'wei'san 鳖甲五味散
'cang'mi'ca'gu'gao 藏秘擦骨膏
'zang'mi'ca'gu'gao 藏秘擦骨膏
'cang'bi'ca'gu'gao 藏秘擦骨膏
'zang'bi'ca'gu'gao 藏秘擦骨膏
'qu'an'nai'de'yi'kang'zuo'ru'gao 曲安奈德益康唑乳膏
'qing're'zhen'ke'tang'jiang 清热镇咳糖浆
'zhu'du'zhi'fang 猪肚炙方
'tong'mai'bao'gao 通脉宝膏
'can'lian 参莲
'shen'lian 参莲
'cen'lian 参莲
'san'lian 参莲
'ling'qi'yang'xin'jiao'nang 灵芪养心胶囊
'diao'gu'wan 钓骨丸
'wei'tong'ning'pian 胃痛宁片
'shen'kang'ning'ke'li 肾康宁颗粒
'zhi'gan'jia'jiao'nang 治感佳胶囊
'ji'gui'shao'zhi'tang 及桂芍脂汤
'ji'gui'shao'zhi'shang 及桂芍脂汤
'fu'fang'xi'mi'ti'ding 复方西咪替丁
'shen'rong'bai'bu'wan 参茸百补丸
'ai'pu'sheng 艾普升
'li'ke'fei'ji 力克肺疾
'da'ye'shan'gui 大叶山桂
'yi'di'suan 依地酸
'yi'de'suan 依地酸
'wan'shou'zhu 万寿竹
'ye'lv'suan'tong'na'jiao'nang 叶绿酸铜钠胶囊
'lang'ning 朗宁
'yi'ji 酏剂
'tian'ma'duo'ming'dan 天马夺命丹
'mao'ji'bu'xue'jiu 毛鸡补血酒
'bu'pi'an'shen'kou'fu'ye 补脾安神口服液
'xi'jia'san 洗痂散
'xian'jia'san 洗痂散
'na'ba'mei'su 纳巴霉素
'nao'mai'tai 脑脉泰
'nao'mo'tai 脑脉泰
'mi'te 泌特
'bi'te 泌特
'xiao'jin'jiao'nang 小金胶囊
'qing'dao'jin'feng'zhi'yao'you 青岛金峰制药有
'yi'fang'jie'pian 异芳芥片
'yi'fang'gai'pian 异芳芥片
'duan'bing'wu'jia 短柄五加
'da'qing'yan 大青盐
'jia'yang'sha'lin'pian 甲氧沙林片
'luo'fu'mu 萝芙木
'shuang'wen'qian'kou'fu'fen'sai 双吻前口蝠鲼鳃
'shuang'wen'qian'kou'fu'fen'xi 双吻前口蝠鲼鳃
'liang'di'tang 两地汤
'liang'di'shang 两地汤
'luo'gai'quan 罗盖全
'luo'ge'quan 罗盖全
'luo'he'quan 罗盖全
'wu'ji'zeng'ru 乌鸡增乳
'ruo'mai 若迈
're'mai 若迈
'qu'feng'wan 祛风丸
'wu'long'gao 五龙膏
'wei'an'ke'li 维胺颗粒
'guang'zhi'gou'er'cha 光枝勾儿茶
'guang'qi'gou'er'cha 光枝勾儿茶
'hei'zha 黑蚱
'bi'pai'suan 吡哌酸
'pi'pai'suan 吡哌酸
'ai'jiao'tang 艾胶汤
'yi'jiao'tang 艾胶汤
'ai'jiao'shang 艾胶汤
'yi'jiao'shang 艾胶汤
'nei'bu'dang'gui'jian'zhong'tang 内补当归建中汤
'na'bu'dang'gui'jian'zhong'tang 内补当归建中汤
'nei'bu'dang'gui'jian'zhong'shang 内补当归建中汤
'na'bu'dang'gui'jian'zhong'shang 内补当归建中汤
'a'wei'xiao'liu'tang 阿魏消瘤汤
'a'wei'xiao'liu'shang 阿魏消瘤汤
'shi'lian'zi'tang 石莲子汤
'shi'lian'zi'shang 石莲子汤
'zhu'liao'dou'fang 煮料豆方
'fu'fang'yu'fen'pen'tuo'na 复方愈酚喷托那
'fu'fang'yu'fen'pen'tuo'ne 复方愈酚喷托那
'fu'fang'yu'fen'pen'tuo'nei 复方愈酚喷托那
'jin'long'qu'feng'you 金龙驱风油
'tian'mai'xiao'ke'pian 天麦消渴片
'tong'bi'fang 通闭方
'ya'tong'ding'teng'tang 牙痛定疼汤
'ya'tong'ding'teng'shang 牙痛定疼汤
'ci'gu'cao 茨菇草
'kang'bing'du'pao'teng'pian 抗病毒泡腾片
'shen'rong'san'bian'wan 参茸三鞭丸
'qin'lian'xiao'du'yin 芩莲消毒饮
'jian'min'dan 健民丹
'yang'jia'ji'yan'suan'an 氧甲基盐酸胺
'nan'shao'lin'jiang'ya'cha 南少林降压茶
'tui'yi'che'qian'san 退翳车前散
'an'fei'jie'geng'tang 安肺桔梗汤
'an'fei'ju'geng'tang 安肺桔梗汤
'an'fei'jie'geng'shang 安肺桔梗汤
'an'fei'ju'geng'shang 安肺桔梗汤
'dong'mei'zhi'ke'ke'li 东梅止咳颗粒
'ma'fei'a'tuo'pin'zhu'she 吗啡阿托品注射
'ba'zhen'yi'mu'wan'da'mi'wan 八珍益母丸大蜜丸
'dong'feng'ju'gen 东风橘根
'tiao'zhong'shun'qi'wan 调中顺气丸
'diao'zhong'shun'qi'wan 调中顺气丸
'tian'yu'lao'kou'wan 天郁老蔻丸
'ma'deng'cao 马蹬草
'xue'san'qi 血三七
'xie'san'qi 血三七
'qi'wei'jie'du'huo'xue'gao 七味解毒活血膏
'qi'teng'yi'xue'ke'li 芪藤益血颗粒
'qi'teng'yi'xie'ke'li 芪藤益血颗粒
'run'chang'tong'mi'cha 润肠通秘茶
'run'chang'tong'bi'cha 润肠通秘茶
'gu'ling 固令
'lao'ya'dan'ye 老鸦胆叶
'lao'ya'dan'xie 老鸦胆叶
'tun'zhi 豚脂
'huang'qi'dai 黄芪甙
'qu'feng'jiu 祛风酒
'shi'bao'li'tong 施保利通
'chu'feng'jing'kou'fu'ye 雏凤精口服液
'fu'fang'yi'mei'san 复方胰酶散
'long'dan'tan'suan'qing'na'pian 龙胆碳酸氢钠片
'mi'chuan'li'zhi'yin 秘传梨汁饮
'chu'bi'kai'guan'yao 搐鼻开关药
'lin'ba'xi'bao 淋巴细胞
'ye'ju'di'ding'cha 野菊地丁茶
'yi'yan'jing'lv'hua'na'zhu 异烟肼氯化钠注
'biao'shi'gan'mao'ke'li 表实感冒颗粒
'biao'shi'gan'mo'ke'li 表实感冒颗粒
'bai'he'san 百合散
'xiao'lu'san 消炉散
'cu'suan'po'ni'song'long'ruan'gao 醋酸泼尼松龙软膏
'chu'xuan'tang 除癣汤
'chu'xuan'shang 除癣汤
'qing'long'she'yao'pian 青龙蛇药片
'tu'lv 菟缕
'dou'jiao'chai 豆角柴
'ou'jia'zhu'tao'dai 欧夹竹桃甙
'shi'wei'san 石韦散
'dan'wei'san 石韦散
'ru'yi'ding'chuan 如意定喘
'hong'bi'qing 红鼻清
'gong'bi'qing 红鼻清
'fu'fang'xiao'suan 复方硝酸
'li'fu'kang'xi'ji 利夫康洗剂
'tan'zhuo'zhong'zu'zheng 痰浊中阻证
'ruan'jiao'nang'ji 软胶囊剂
'liang'jun'jia'su 亮菌甲素
'shui'jin'dan 水金丹
'nao'zhen'ning'chong'ji 脑震宁冲剂
'fang'mai'liu'qi'yin 方脉流气饮
'fang'mo'liu'qi'yin 方脉流气饮
'gu'yan'yao 箍眼药
'huo'luo'xiao'tong'jiao'nang 活络消痛胶囊
'ma'lai'suan'luo'ge'lie'tong 马来酸罗格列酮
'lao'suan'suo'jun'er'lian'huo'jun'jiao'nang 酪酸梭菌二联活菌胶囊
'xin'pi'bu'yi'ke'li 心脾补益颗粒
'li'xie'wan 痢泻丸
'ji'xiao'wan 集效丸
'qian'hui 铅灰
'xiao'shang'tong 消伤痛
'zi'cao'tang 紫草汤
'zi'cao'shang 紫草汤
'hu'lu'cha'gen 葫芦茶根
'yan'suan'dan'zhuo'si'ting'di'yan'ye 盐酸氮卓斯汀滴眼液
'jing'gu'san 净固散
'cheng'gu'san 净固散
'fu'qiang'jing'shen'zang'qie'chu'shu 腹腔镜肾脏切除术
'dan'zhi'xiao'yao 丹栀逍遥
'can'gui'tiao'jing 参桂调经
'shen'gui'tiao'jing 参桂调经
'cen'gui'tiao'jing 参桂调经
'san'gui'tiao'jing 参桂调经
'wei'li'jiao'nang 胃力胶囊
're'xie'fan'fei'zheng 热邪犯肺证
'si'chuan'hong'hua 四川红花
'bu'qi'hua'tan'tang 补气化痰汤
'bu'qi'hua'tan'shang 补气化痰汤
'a'si'pi'lin'pao'teng'pian 阿司匹林泡腾片
'ke'luo'que'song 克罗确松
'fu'fang'ding'xiang'kai'wei'tie 复方丁香开胃贴
'chen'shi'quan'xie'ding'tong'san 陈氏全蝎定痛散
'ben'yi'tuo'ying 苯异妥英
'kang'bing'du'zhu'she'ye 抗病毒注射液
'zhi'liu 脂瘤
'man'gan'jie'yu 慢肝解郁
'zeng'ya'su 增压素
'miao'bai'cao'jian'zhou'yan'tie 苗百草肩周炎贴
'yan'suan'mei'sha'tong 盐酸美沙酮
'jing'qian'an'pian 经前安片
'xin'shen'ning 心神宁
'cang'long'tang 苍龙汤
'cang'long'shang 苍龙汤
'pian'zai'huang'pai'shao'lin'zheng'gu'jing 片仔癀牌少林正骨精
'ku'ding'jiang'ya 苦丁降压
'xin'shen'an 心神安
'niu'zi'gua 钮子瓜
'pi'hui'qu'du'yin 辟秽驱毒饮
'bi'hui'qu'du'yin 辟秽驱毒饮
'pi'hui'qu'dai'yin 辟秽驱毒饮
'bi'hui'qu'dai'yin 辟秽驱毒饮
'yi'gan'zhuan'yin'wan 乙肝转阴丸
'xin'li'jian'shu'cai'jiao'wan 心力健蔬菜胶丸
'da'zhen'xin'wan 大镇心丸
'xiao'jian'zhong'ke'li 小建中颗粒
'ku'gua'teng 苦瓜藤
'qiang'li'tian'ma'du'zhong 强力天麻杜仲
'fang'feng'tong'sheng 防风通圣
'mi'nuo'di'er'pian 米诺地尔片
'zhu'she'yong'yan'suan'tou'bao'ti'an 注射用盐酸头孢替安
'pu'lu'ka'yin'shen'shang'xian'su'zhu'she'ye 普鲁卡因肾上腺素注射液
'zhi'zi'gao 栀子膏
'ding'tong'san 定痛散
'lang'du'san 狼毒散
'fa'luo'pei'nan'na'ke'li 法罗培南钠颗粒
'fa'luo'pei'na'na'ke'li 法罗培南钠颗粒
'xuan'xia'qu'du 玄夏祛毒
'xuan'xia'qu'dai 玄夏祛毒
'xiong'wu'san 芎乌散
'fa'mo'ti'ding'san 法莫替丁散
'di'qiao 迪巧
'jie'wen'dan 解瘟丹
'xie'wen'dan 解瘟丹
'yi'mu'cao'pian 益母草片
'si'tan'zuo'chun 司坦唑醇
'yi'jing'kou'fu'ye 益精口服液
'lao'qi'wan 烙脐丸
'luo'qi'wan 烙脐丸
'ka'di'ke 卡地克
'ka'de'ke 卡地克
'qia'di'ke 卡地克
'qia'de'ke 卡地克
'yan'suan'te'la'zuo'qin 盐酸特拉唑嗪
'shu'xin'tang'jiang 舒心糖浆
'chun'lei'mei'su 春雷霉素
'yi'shan'li'zhi'huan'shi'pian 异山梨酯缓释片
'dan'shi'san 丹石散
'dan'dan'san 丹石散
'tou'bao'qiang'an'xia'fen'san 头孢羟氨芐分散
'tou'bao'qiang'an'hu'fen'san 头孢羟氨芐分散
'xu'yin'zong 许胤宗
'hu'yin'zong 许胤宗
'wei'xue'zhi'san 胃血止散
'wei'xie'zhi'san 胃血止散
'zan'tai'fa'lang 錾胎珐琅
'lu'sun'jiao'nang 芦笋胶囊
'xian'ke'hua'jiao 蚬壳花椒
'xian'qiao'hua'jiao 蚬壳花椒
'fa'zhi'qing'jin'dan 法制清金丹
'si'chuan'sheng'wang'lin'tang'yao 四川省旺林堂药
'sheng'hua'hong'hei 升华红黑
'qie'ke'tang 茄柯汤
'jia'ke'tang 茄柯汤
'qie'ke'shang 茄柯汤
'jia'ke'shang 茄柯汤
'er'bao 儿宝
'bei'nuo'zhi'fen'san'pian 贝诺酯分散片
'qing'yang'tang 青阳汤
'qing'yang'shang 青阳汤
'gan'yu'tiao'jing'gao 肝郁调经膏
'ya'zhi'hua 鸦跖花
'bai'hua'she'san 白花蛇散
'bing'lang'bing 槟榔饼
'hai'men'dong 海门冬
